PRODUCT_PHR,Fault_Category,Part_Category
TC21/26,FF/DCN,GASKET
TC21/26,SCANNER,GASKET
TC21/26,WEAR & TEAR,RUBBER
MC93,SCANNER,CONNECTOR
TC77,TRIGGER,ANTENNA
TC52/57 Mufasa,COMMUNICATION,ADHESIVE
ET80/85,TOUCH PANEL,ADHESIVE
ET80/85,TOUCH PANEL,FRAME
ET80/85,TOUCH PANEL,MAIN BOARD
ET80/85,TOUCH PANEL,TOUCH PANEL
ET40/45,DAMAGE,BUTTON CAP
TC21/26,TOUCH PANEL,FLEX STRIP
TC21/26,SCANNER,HOUSING
TC52/57 Lightning,SCANNER,ADHESIVE
TC52/57 Lightning,SCANNER,MYLAR
TC72,SCANNER,IO BOARD
TC52 Aslan,AUDIO,SPEAKER
TC52 Aslan,DAMAGE,MYLAR
TC52 Aslan,DISPLAY,ADHESIVE
TC52 Aslan,DISPLAY,END CAP
TC21/26,DISPLAY,ADHESIVE
TC52 Aslan,DAMAGE,SPONGE
TC52 Aslan,DAMAGE,TAPE
TC52/57 Mufasa,DAMAGE,SPONGE
TC52/57 Mufasa,DAMAGE,TAPE
VC83,WEAR & TEAR,KEYPAD
VC83,DISPLAY,DISPLAY
MC93,DISPLAY,TOUCH PANEL
ET40/45,POWER,GASKET
L10AX Windows,OTHER,DOCK
TC21/26,POWER,HOUSING
L10AX Windows,TOUCH PANEL,HOUSING + TP + DISPLAY
L10AX Windows,POWER,CONNECTOR
MC93,TRIGGER,HOUSING
MC93,TRIGGER,ADHESIVE
TC52/57 Mufasa,TOUCH PANEL,SPONGE
TC52/57 Mufasa,TOUCH PANEL,TAPE
TC52/57 Mufasa,TOUCH PANEL,ADHESIVE
TC52/57 Mufasa,TOUCH PANEL,MYLAR
TC52 Aslan,TOUCH PANEL,SPONGE
TC52 Aslan,TOUCH PANEL,TAPE
TC52 Aslan,TOUCH PANEL,ADHESIVE
TC52 Aslan,TOUCH PANEL,MYLAR
L10AX Windows,SCANNER,CONNECTOR
MC93,POWER,DISPLAY + TP
TC21/26,FF/DCN,FOIL
TC21/26,FF/DCN,TAPE
TC21/26,POWER,SOFTWARE
TC52 Aslan,SCANNER,CAMERA SCANNER ASSEMBLY
L10AX Windows,DISPLAY,HOUSING + TP + DISPLAY
L10AX Windows,SCANNER,MAIN BOARD
L10AX Windows,SCANNER,SCAN ENGINE
ET80/85,DISPLAY,ADHESIVE
ET80/85,DISPLAY,TOUCH PANEL
VC83,KEYBOARD,KEYPAD
VC83,POWER,KEYBOARD
VC83,POWER,POWER SUPPLY
L10AX Windows,BATTERY,HOUSING
MC93,COMMUNICATION,ADHESIVE
TC52 Aslan,TOUCH PANEL,END CAP
ET80/85,DISPLAY,MAIN BOARD
ET80/85,SOFTWARE,SOFTWARE
ET40/45,COMMUNICATION,SOFTWARE
TC21/26,TOUCH PANEL,FOIL
TC21/26,TOUCH PANEL,TAPE
TC52/57 Mufasa,SOFTWARE,ADHESIVE
TC52/57 Mufasa,SOFTWARE,MYLAR
TC52/57 Lightning,FF/DCN,MINOR COMPONENT
TC52/57 Lightning,FF/DCN,VENT
TC52/57 Lightning,WEAR & TEAR,KEY BUTTON
TC52 Aslan,FF/DCN,MINOR COMPONENT
TC52 Aslan,FF/DCN,VENT
TC21/26,,MAIN BOARD
TC52 Aslan,COMMUNICATION,ADHESIVE
TC52/57 Mufasa,FF/DCN,MINOR COMPONENT
TC52/57 Mufasa,FF/DCN,VENT
ET80/85,POWER,ADHESIVE
ET80/85,POWER,MAIN BOARD
TC52 Aslan,DISPLAY,SPONGE
TC52 Aslan,DISPLAY,TAPE
TC52 Aslan,SCANNER,ADHESIVE
TC52 Aslan,SCANNER,MYLAR
TC52/57 Mufasa,WEAR & TEAR,ADHESIVE
TC52/57 Lightning,WEAR & TEAR,ADHESIVE
TC21/26,DAMAGE,PROTECTOR
TC52/57 Lightning,KEYBOARD,MAIN BOARD
TC21/26,WEAR & TEAR,PROTECTOR
TC52/57 Mufasa,WEAR & TEAR,ACCESSORY
TC77,WEAR & TEAR,WHOLE UNIT
TC52/57 Lightning,ACCESSORIES,CONNECTOR
TC52 Aslan,WEAR & TEAR,ADHESIVE
TC21/26,OTHER,PROTECTOR
TC21/26,TRIGGER,TRIGGER
TC21/26,POWER,DISPLAY + TP
TC21/26,AUDIO,BEZEL
TC21/26,DAMAGE,MESH
TC52/57 Mufasa,POWER,DISPLAY + TP
TC52/57 Lightning,POWER,DISPLAY + TP
TC52/57 Lightning,ACCESSORIES,RUBBER
TC52/57 Lightning,BATTERY,COMM I/O
TC58,DAMAGE,SCAN ENGINE ASSEMBLY
TC21/26,SENSOR,MAIN BOARD
TC58,DAMAGE,POWER BUTTON ASSEMBLY
TC58,TRIGGER,OTHER
TC21/26,DAMAGE,RECEIVER
ET40/45,TOUCH PANEL,HOUSING
TC21/26,KEYBOARD,HOUSING
TC58,OTHER,SOFTWARE
TC58,SCANNER,PAD
TC58,CRADLE,BEZEL
TC52/57 Lightning,TRIGGER,HOUSING
TC52 Aslan,POWER,DISPLAY + TP
TC21/26,SENSOR,FLEX STRIP
TC58,FF/DCN,HOUSING
TC58,FF/DCN,MAIN BOARD
TC22/27,DAMAGE,FRAME
ET40/45,DAMAGE,MAIN BOARD
TC58,DAMAGE,DISPLAY
TC53,BATTERY,HOUSING
ET40/45,OTHER,HOUSING
TC53,OTHER,RETURN UNREPAIRED
TC58,CABLE,CONNECTOR
VC83,POWER,FILTER
TC21/26,BATTERY,BATTERY
VC83,DISPLAY,DISPLAY TRANSITION BOARD
TC58,KEYBOARD,MINOR COMPONENT
TC21/26,WEAR & TEAR,FOIL
TC21/26,WEAR & TEAR,TAPE
TC58,TRIGGER,TRIGGER
TC52/57 Lightning,WEAR & TEAR,SPONGE
TC52/57 Lightning,WEAR & TEAR,TAPE
VC83,DISPLAY,FLEX STRIP
TC77,LOCKUP,SOFTWARE
VC83,SOFTWARE,MAIN BOARD
TC58,SCANNER,SCAN ENGINE ASSEMBLY
VC83,DISPLAY,CABLE
VC83,NFF,SOFTWARE
TC58,WEAR & TEAR,PAD
TC22/27,LOCKUP,SOFTWARE
TC21/26,LOCKUP,MAIN BOARD
TC22/27,WEAR & TEAR,ADHESIVE
TC52 Aslan,LOCKUP,SOFTWARE
ET40/45,AUDIO,FLEX STRIP
L10AX Windows,DAMAGE,HOUSING
L10AX Windows,DAMAGE,HOUSING + TP + DISPLAY
MC93,WEAR & TEAR,FLEX STRIP
TC21/26,DAMAGE,SEAL
TC21/26,SCANNER,SOFTWARE
TC52/57 Lightning,COMMUNICATION,DOOR
TC52/57 Lightning,OTHER,RUBBER
TC52/57 Lightning,WEAR & TEAR,GASKET
TC52/57 Lightning,SENSOR,RUBBER
TC52/57 Lightning,COMMUNICATION,SOFTWARE
TC52/57 Lightning,SCANNER,SOFTWARE
TC52/57 Lightning,OTHER,DOOR
RS51,POWER,TRIGGER
TC52/57 Lightning,DAMAGE,GASKET
TC52/57 Lightning,FF/DCN,ACCESSORY
TC21/26,OTHER,SEAL
TC21/26,DAMAGE,RUBBER
TC58,POWER,BEZEL
TC21/26,TOUCH PANEL,RUBBER
TC52/57 Lightning,NFF,ACCESSORY
TC21/26,KEYBOARD,KEY BUTTON
MC93,TRIGGER,KEYPAD
TC21/26,SENSOR,RUBBER
L10AX Windows,DAMAGE,TOUCH PANEL
MC3300AX,SCANNER,SCAN ENGINE ASSEMBLY
TC21/26,FF/DCN,COVER
TC21/26,OTHER,KEY BUTTON
TC77,OTHER,SPONGE
TC52/57 Lightning,ACCESSORIES,ACCESSORY
TC52/57 Lightning,BATTERY,SUPERCAP
TC52/57 Lightning,ACCESSORIES,PLUG
TC52/57 Lightning,FF/DCN,FRAME
TC52/57 Lightning,FF/DCN,DOOR
TC52/57 Lightning,AUDIO,END CAP
MC3300AX,TRIGGER,MAIN BOARD
TC21/26,DISPLAY,COVER
L10AX Windows,CABLE,SOFTWARE
L10AX Windows,AUDIO,HOUSING
L10AX Windows,CRADLE,CABLE
L10AX Windows,CRADLE,CONNECTOR
RS51,TRIGGER,SOFTWARE
TC58,DAMAGE,CONNECTOR
TC58,WEAR & TEAR,FLEX STRIP
TC58,TOUCH PANEL,BEZEL
L10AX Windows,POWER,THERMAL MODULE
TC21/26,OTHER,RUBBER
TC21/26,COMMUNICATION,COVER
TC21/26,COMMUNICATION,HOUSING
TC21/26,LOCKUP,SOFTWARE
TC52/57 Lightning,BATTERY,BATTERY
L10AX Windows,LOCKUP,OPTION BOARD
TC21/26,MEMORY,MAIN BOARD
TC21/26,AUDIO,RUBBER
TC21/26,TRIGGER,DISPLAY + TP
RS51,SCANNER,SOFTWARE
TC21/26,COMMUNICATION,CONNECTOR
TC52/57 Lightning,AUDIO,PLUG
TC21/26,TOUCH PANEL,RECEIVER
MC3300AX,KEYBOARD,KEYBOARD
MC3300AX,KEYBOARD,OVERLAY
TC52/57 Lightning,OTHER,GASKET
ET80/85,TRIGGER,ADHESIVE
ET80/85,TRIGGER,HOUSING
ET80/85,TRIGGER,MAIN BOARD
TC21/26,DISPLAY,HOUSING
TC52/57 Lightning,BATTERY,KEY BUTTON
TC58,SCANNER,BEZEL
L10AX Windows,SOFTWARE,MAIN BOARD
L10AX Windows,BATTERY,OPTION BOARD
L10AX Windows,BATTERY,BATTERY
TC52/57 Lightning,OTHER,PLUG
TC21/26,SCANNER,CAMERA
TC77,FF/DCN,SPONGE
TC77,SENSOR,COVER
VC83,DISPLAY,SCAN ENGINE
TC52/57 Lightning,ACCESSORIES,SUPERCAP
TC52/57 Lightning,SCANNER,CAMERA
TC52/57 Lightning,AUDIO,HOUSING
TC52/57 Lightning,ACCESSORIES,GASKET
MC3300AX,DISPLAY,DISPLAY
MC3300AX,DISPLAY,BRACKET
MC3300AX,DISPLAY,GASKET
MC3300AX,WEAR & TEAR,OVERLAY
TC58,COMMUNICATION,DOOR
TC52/57 Lightning,POWER,BATTERY
RS51,DAMAGE,SOFTWARE
MC3300AX,POWER,SEAL
L10AX Windows,POWER,BATTERY
ET80/85,COMMUNICATION,MAIN BOARD
ET80/85,TOUCH PANEL,DISPLAY + TP
TC58,FF/DCN,ADHESIVE
TC58,WEAR & TEAR,KEY BUTTON
MC3300AX,POWER,MAIN BOARD
MC3300AX,DAMAGE,SEAL
MC3300AX,DAMAGE,FLEX STRIP
MC3300AX,DAMAGE,POWER BOARD
TC58,ACCESSORIES,BEZEL
TC21/26,BATTERY,DISPLAY + TP
TC21/26,SCANNER,DISPLAY + TP
TC21/26,AUDIO,KEY BUTTON
TC52/57 Lightning,TOUCH PANEL,ACCESSORY
RS51,SOFTWARE,SOFTWARE
L10AX Windows,BATTERY,SOFTWARE
MC3300AX,COMMUNICATION,COVER
TC77,BATTERY,BATTERY
ET80/85,DISPLAY,DISPLAY + TP
MC3300AX,TOUCH PANEL,SOFTWARE
MC3300AX,DAMAGE,DISPLAY
MC3300AX,DAMAGE,BRACKET
L10AX Windows,CAMERA,CAMERA
TC21/26,DISPLAY,DISPLAY
TC52/57 Lightning,POWER,KEY BUTTON
TC52/57 Lightning,KEYBOARD,KEY BUTTON
TC52/57 Lightning,POWER,HOUSING
MC3300AX,SOFTWARE,SOFTWARE
TC21/26,ACCESSORIES,BEZEL
TC21/26,CABLE,FLEX STRIP
ET40/45,LOCKUP,SOFTWARE
TC21/26,RFID,MAIN BOARD
TC52/57 Lightning,CABLE,RUBBER
TC52/57 Lightning,ACCESSORIES,DOOR
TC21/26,CABLE,CONNECTOR
TC21/26,DISPLAY,BEZEL
L10AX Windows,LOCKUP,SOFTWARE
L10AX Windows,TOUCH PANEL,MAIN BOARD
MC3300AX,LOCKUP,SOFTWARE
TC21/26,POWER,GASKET
TC52/57 Lightning,AUDIO,CONNECTOR
TC21/26,BATTERY,SOFTWARE
TC21/26,FF/DCN,PAD
TC52/57 Mufasa,POWER,FRAME
TC52/57 Mufasa,FF/DCN,FRAME
L10AX Windows,TOUCH PANEL,SOFTWARE
TC52/57 Lightning,AUDIO,DISPLAY + TP
TC52/57 Lightning,DAMAGE,ACCESSORY
TC52 Aslan,DISPLAY,MAIN BOARD
TC77,SCANNER,SOFTWARE
TC21/26,ACCESSORIES,SEAL
TC21/26,FF/DCN,BEZEL
TC52/57 Mufasa,SCANNER,SOFTWARE
MC3300AX,DAMAGE,OVERLAY
MC3300AX,COMMUNICATION,SEAL
MC3300AX,POWER,FLEX STRIP
MC3300AX,BATTERY,SEAL
TC72,FF/DCN,SPONGE
MC3300AX,TOUCH PANEL,HOUSING
TC52/57 Lightning,TRIGGER,CONNECTOR
TC52/57 Lightning,AUDIO,DOOR
TC52/57 Mufasa,COMMUNICATION,RETAINER
TC52/57 Lightning,ACCESSORIES,COVER
TC53,BATTERY,BATTERY
MC3300AX,KEYBOARD,FLEX STRIP
MC3300AX,TOUCH PANEL,HOUSING + TP
ET40/45,BATTERY,MAIN BOARD
ET40/45,BATTERY,FLEX STRIP
L10AX Windows,NFF,SOFTWARE
ET40/45,SCANNER,BUTTON CAP
L10AX Windows,POWER,CABLE
MC3300AX,DISPLAY,MINOR COMPONENT
MC3300AX,TRIGGER,HOUSING + TP
MC3300AX,OTHER,SOFTWARE
L10 Android,NFF,SOFTWARE
RS51,CRADLE,TRIGGER
TC21/26,FF/DCN,MAIN BOARD
MC3300AX,DAMAGE,GASKET
MC3300AX,COMMUNICATION,POWER BOARD
ET40/45,SENSOR,MAIN BOARD
TC52/57 Mufasa,BATTERY,BATTERY
TC58,SCANNER,SOFTWARE
TC77,ACCESSORIES,FLEX STRIP
TC21/26,ACCESSORIES,KEY BUTTON
ET40/45,ACCESSORIES,COVER
TC21/26,ACCESSORIES,CONNECTOR
TC52/57 Lightning,OTHER,ACCESSORY
L10AX Windows,DAMAGE,MAIN BOARD
TC58,BATTERY,BATTERY
L10AX Windows,DAMAGE,KEY SWITCH
L10AX Windows,POWER,CAMERA
TC22/27,BATTERY,BATTERY
ET40/45,CRADLE,HOUSING
MC3300AX,KEYBOARD,POWER BOARD
MC3300AX,TOUCH PANEL,POWER BOARD
MC3300AX,TOUCH PANEL,MAIN BOARD
MC3300AX,ACCESSORIES,ACCESSORY
ET40/45,AUDIO,SOFTWARE
MC3300AX,SCANNER,HOUSING
TC21/26,ACCESSORIES,FLEX STRIP
ET40/45,OTHER,COVER
VC83,FF/DCN,MAIN BOARD
TC77,COMMUNICATION,DOOR
TC77,LED,IO BOARD
L10AX Windows,DAMAGE,CONNECTOR
RS51,LOCKUP,SOFTWARE
MC3300AX,CRADLE,SEAL
TC58,OTHER,RETURN UNREPAIRED
TC22/27,SCANNER,SOFTWARE
TC53,SCANNER,SOFTWARE
MC3300AX,SCANNER,SOFTWARE
L10AX Windows,BATTERY,RADIO - WWAN
L10AX Windows,COMMUNICATION,RADIO - WWAN
TC21/26,OTHER,GASKET
TC52/57 Lightning,ACCESSORIES,KEY BUTTON
TC53,CABLE,CONNECTOR
TC21/26,TOUCH PANEL,ADHESIVE
TC21/26,ACCESSORIES,FOIL
TC21/26,ACCESSORIES,TAPE
TC22/27,ACCESSORIES,SIM TRAY
TC22/27,TRIGGER,HOUSING
MC93,TRIGGER,FRAME
ET40/45,AUDIO,SPEAKER
MC3300AX,NFF,SOFTWARE
TC58,CAMERA,MAIN BOARD
TC58,COMMUNICATION,FRAME
TC52/57 Lightning,SCANNER,DISPLAY + TP
MC3300AX,TOUCH PANEL,ACCESSORY
L10AX Windows,WEAR & TEAR,HOUSING
TC21/26,FF/DCN,KEY BUTTON
TC22/27,COMMUNICATION,HOUSING
TC22/27,SOFTWARE,FLEX STRIP
TC22/27,SOFTWARE,MAIN BOARD
TC22/27,DISPLAY,BRACKET
L10AX Windows,CAMERA,CABLE
L10AX Windows,CAMERA,FLEX STRIP
MC3300AX,AUDIO,MAIN BOARD
MC3300AX,AUDIO,HOUSING
MC93,COMMUNICATION,HOUSING
L10AX Windows,DAMAGE,OPTION BOARD
L10AX Windows,DAMAGE,POWER BUTTON ASSEMBLY
ET40/45,POWER,HOUSING
MC3300AX,COMMUNICATION,MAIN BOARD
TC73/78,SOFTWARE,SOFTWARE
TC21/26,TOUCH PANEL,BEZEL
TC58,TOUCH PANEL,DOOR
MC3300AX,,MAIN BOARD
MC3300AX,SOFTWARE,MAIN BOARD
TC52/57 Lightning,BATTERY,GASKET
TC21/26,CRADLE,MAIN BOARD
TC52/57 Mufasa,COMMUNICATION,FRAME
ET40/45,TOUCH PANEL,MAIN BOARD
TC58,POWER,KEY BUTTON
TC21/26,DAMAGE,LABEL
TC21/26,COMMUNICATION,LABEL
L10AX Windows,DAMAGE,MINOR COMPONENT
ET40/45,ACCESSORIES,DISPLAY + TP
ET40/45,COMMUNICATION,COVER
ET80/85,SOFTWARE,SSD DISC
MC3300AX,RFID,HOUSING
ET40/45,BATTERY,HOUSING
ET40/45,ACCESSORIES,BATTERY
TC21/26,DISPLAY,SCREW
L10AX Windows,COMMUNICATION,MINOR COMPONENT
L10AX Windows,POWER,FLEX STRIP
TC22/27,TRIGGER,FRAME
L10AX Windows,WEAR & TEAR,HOUSING - MIDDLE FRAME
L10AX Windows,WEAR & TEAR,FRAME
L10AX Windows,COMMUNICATION,RADIO - WLAN
EC50/55,ACCESSORIES,BATTERY DOOR
EC50/55,DISPLAY,DISPLAY + TP
EC50/55,POWER,IO BOARD
TC21/26,LED,HOUSING
TC21/26,FF/DCN,HOUSING
EC50/55,POWER,MAIN BOARD
EC50/55,DAMAGE,BATTERY DOOR
EC50/55,COMMUNICATION,IO BOARD
EC50/55,DAMAGE,DISPLAY + TP
EC50/55,DAMAGE,HOUSING
EC50/55,TRIGGER,HOUSING
EC50/55,DAMAGE,CABLE
EC50/55,DAMAGE,FLEX STRIP
EC50/55,DAMAGE,FRAME
EC50/55,DAMAGE,RECEIVER
EC50/55,SCANNER,FLEX STRIP
EC50/55,SCANNER,SCAN ENGINE
EC50/55,SCANNER,MAIN BOARD
TC21/26,TOUCH PANEL,KEY BUTTON
TC52/57 Lightning,POWER,FRAME
TC77,WEAR & TEAR,ANTENNA
TC77,WEAR & TEAR,CAMERA
EC50/55,NFF,SOFTWARE
TC22/27,DAMAGE,BRACKET
TC21/26,SCANNER,CONNECTOR
EC50/55,POWER,KEY BUTTON
TC22/27,WEAR & TEAR,BRACKET
EC50/55,POWER,HOUSING
TC21/26,DAMAGE,MINOR COMPONENT
TC52/57 Lightning,LED,MAIN BOARD
RS5000,NFF,SOFTWARE
EC50/55,AUDIO,IO BOARD
EC50/55,AUDIO,MAIN BOARD
EC50/55,DAMAGE,MAIN BOARD
TC21/26,CAMERA,HOUSING
EC50/55,SENSOR,MAIN BOARD
WT63,DAMAGE,SCREW
RS51,DAMAGE,SCAN ENGINE
EC50/55,SCANNER,HOUSING
EC50/55,TRIGGER,MAIN BOARD
TC21/26,CAMERA,CONNECTOR
EC50/55,AUDIO,HOUSING
TC52/57 Mufasa,SCANNER,FLEX STRIP
ET40/45,WEAR & TEAR,LABEL
TC21/26,SOFTWARE,LABELS
RS5000,ACCESSORIES,STRAP
RS5000,SCANNER,TRIGGER
RS5000,DAMAGE,STRAP
RS51,AUDIO,HOUSING
EC50/55,SOFTWARE,MAIN BOARD
TC21/26,TOUCH PANEL,MINOR COMPONENT
WS50,DAMAGE,MINOR COMPONENT
WS50,DAMAGE,STRAPS
EC50/55,AUDIO,RECEIVER
EC50/55,CAMERA,MAIN BOARD
EC50/55,CAMERA,CAMERA
EC50/55,CAMERA,TAPE
EC50/55,DAMAGE,IO BOARD
EC50/55,DAMAGE,SCRAP
EC50/55,OTHER,SCRAP
TC72,WEAR & TEAR,ANTENNA
EC50/55,POWER,BRACKET
EC50/55,POWER,FLEX STRIP
EC50/55,ACCESSORIES,PLASTCS
RS51,POWER,SCAN ENGINE ASSEMBLY
TC21/26,TRIGGER,SCAN ENGINE
TC22/27,DAMAGE,ADHESIVE
TC21/26,AUDIO,CONNECTOR
MC3300AX,DAMAGE,KEYPAD
EC50/55,COMMUNICATION,FLEX STRIP
TC72,COMMUNICATION,HOUSING + TP + DISPLAY
TC21/26,CAMERA,DISPLAY + TP
TC52 Aslan,DAMAGE,SCRAP
TC52 Aslan,OTHER,SCRAP
EC50/55,DISPLAY,MAIN BOARD
RS51,WEAR & TEAR,SCAN ENGINE
EC50/55,DAMAGE,PLASTCS
EC50/55,LOCKUP,MAIN BOARD
WT63,DAMAGE,MAIN BOARD
EC50/55,,MAIN BOARD
EC50/55,POWER,CONNECTOR
TC52/57 Mufasa,TRIGGER,FLEX STRIP
TC52 Aslan,COMMUNICATION,SOFTWARE
TC21/26,DAMAGE,TAPE
RS51,SCANNER,SCAN ENGINE ASSEMBLY
TC21/26,COMMUNICATION,FLEX STRIP
EC50/55,DAMAGE,COAX CABLE
RS5000,SCANNER,TRIGGER BOARD
TC21/26,OTHER,SOFTWARE
EC50/55,POWER,BATTERY
EC50/55,OTHER,IO BOARD
TC22/27,LOCKUP,MAIN BOARD
TC22/27,SCANNER,SCAN ENGINE
TC21/26,OTHER,WHOLE UNIT
EC50/55,COMMUNICATION,MAIN BOARD
EC50/55,LED,MAIN BOARD
EC50/55,COMMUNICATION,COAX CABLE
EC50/55,OTHER,BRACKET
TC52/57 Mufasa,DAMAGE,O-RING
EC50/55,OTHER,DISPLAY + TP
TC21/26,DAMAGE,FOIL
EC50/55,BATTERY,BATTERY
TC21/26,TOUCH PANEL,CABLE
EC50/55,DAMAGE,KEY BUTTON
TC52/57 Mufasa,POWER,SCAN ENGINE
EC50/55,AUDIO,ANTENNA
RS51,AUDIO,MINOR COMPONENT
TC21/26,CAMERA,SOFTWARE
MC3300AX,DAMAGE,SCRAP
MC3300AX,OTHER,SCRAP
MC3300AX,TRIGGER,TRIGGER
EC50/55,COMMUNICATION,HOUSING
TC21/26,NFF,GASKET
EC50/55,RFID,MAIN BOARD
TC72,SCANNER,WINDOW / LENS
TC52 Aslan,OTHER,MAIN BOARD
TC21/26,POWER,POWER BUTTON ASSEMBLY
TC52 Aslan,LOCKUP,CONNECTOR
TC21/26,POWER,FOIL
TC21/26,POWER,TAPE
WT63,TOUCH PANEL,HOUSING + TP + DISPLAY
EC50/55,TRIGGER,CABLE
EC50/55,TRIGGER,FLEX STRIP
EC50/55,TRIGGER,FRAME
ET40/45,OTHER,CONNECTOR
TC21/26,DISPLAY,CONNECTOR
EC50/55,FF/DCN,BATTERY DOOR
TC58,LED,FLEX STRIP
TC58,DAMAGE,MINOR COMPONENT
RS5000,WEAR & TEAR,STRAP
EC50/55,FF/DCN,KEY BUTTON
RS51,OTHER,SCAN ENGINE
MC3300AX,COMMUNICATION,HOLDER
WT63,AUDIO,HOLDER
WT63,OTHER,VIBRATOR
ET40/45,SCANNER,MAIN BOARD
TC21/26,TRIGGER,SPEAKER
TC21/26,POWER,ADHESIVE
TC21/26,DAMAGE,SPEAKER
TC21/26,FF/DCN,FLEX STRIP
WS50,SOFTWARE,SOFTWARE
RS51,COMMUNICATION,SCAN ENGINE ASSEMBLY
EC50/55,WEAR & TEAR,ADHESIVE
EC50/55,TOUCH PANEL,DISPLAY + TP
TC77,DISPLAY,HOUSING
MC93,BATTERY,MAIN BOARD
TC52/57 Lightning,TRIGGER,KEY BUTTON
TC52/57 Lightning,DISPLAY,SOFTWARE
EC50/55,POWER,SOFTWARE
EC50/55,SOFTWARE,SOFTWARE
EC50/55,DISPLAY,FLEX STRIP
EC50/55,BATTERY,SOFTWARE
TC52/57 Lightning,POWER,SOFTWARE
TC21/26,KEYBOARD,SOFTWARE
TC21/26,TOUCH PANEL,SOFTWARE
TC21/26,DISPLAY,SOFTWARE
TC52/57 Lightning,TRIGGER,SOFTWARE
TC52/57 Lightning,DAMAGE,SOFTWARE
TC52/57 Mufasa,POWER,SOFTWARE
TC52/57 Lightning,SOFTWARE,DISPLAY + TP
TC52/57 Lightning,TOUCH PANEL,SOFTWARE
TC52/57 Lightning,CAMERA,SOFTWARE
TC53,WEAR & TEAR,PAD
TC52 Aslan,WEAR & TEAR,TAPE
TC21/26,DAMAGE,SOFTWARE
EC50/55,SOFTWARE,FLEX STRIP
EC50/55,SCANNER,SOFTWARE
MC93,POWER,SOFTWARE
EC50/55,COMMUNICATION,SOFTWARE
MC93,POWER,BATTERY
EC50/55,AUDIO,FLEX STRIP
TC52/57 Mufasa,TOUCH PANEL,SOFTWARE
TC52/57 Lightning,POWER,SCAN ENGINE ASSEMBLY
TC52/57 Lightning,SCANNER,PROTECTOR
RS51,SCANNER,MAIN BOARD
EC50/55,DAMAGE,BRACKET
EC50/55,DISPLAY,SOFTWARE
EC50/55,BATTERY,MAIN BOARD
EC50/55,LOCKUP,SOFTWARE
TC22/27,SCANNER,FRAME
RS51,SCANNER,TRIGGER
RS51,CABLE,TRIGGER
TC77,SCANNER,CAMERA SCANNER ASSEMBLY
EC50/55,WEAR & TEAR,HOUSING
TC22/27,POWER,SUB BOARD
TC72,DAMAGE,ANTENNA
TC72,TRIGGER,MAIN BOARD
L10AX Windows,SOFTWARE,MEMORY
TC22/27,DAMAGE,FLEX STRIP
TC58,SENSOR,MAIN BOARD
TC22/27,WEAR & TEAR,HOUSING
EC50/55,WEAR & TEAR,GRILL
TC22/27,DISPLAY,MAIN BOARD
TC22/27,COMMUNICATION,ANTENNA
TC22/27,POWER,FLEX STRIP
TC22/27,POWER,HOUSING
TC52/57 Mufasa,POWER,SUPERCAP
ET40/45,TRIGGER,RUBBER
TC52/57 Lightning,FF/DCN,MYLAR
TC52/57 Mufasa,FF/DCN,MYLAR
TC52/57 Lightning,POWER,GASKET
TC52/57 Mufasa,SCANNER,ANTENNA
TC53,WEAR & TEAR,GASKET
TC53,WEAR & TEAR,SPONGE
TC53,WEAR & TEAR,TAPE
TC52/57 Mufasa,POWER,GASKET
TC52/57 Mufasa,WEAR & TEAR,MYLAR
TC52/57 Mufasa,FF/DCN,GASKET
TC52/57 Lightning,WEAR & TEAR,MYLAR
TC53,WEAR & TEAR,SEAL
TC58,TRIGGER,KEY BUTTON
TC52/57 Lightning,WEAR & TEAR,SUPERCAP
TC58,WEAR & TEAR,GASKET
TC58,WEAR & TEAR,SPONGE
TC58,WEAR & TEAR,TAPE
MC93,FF/DCN,MYLAR
MC93,WEAR & TEAR,MYLAR
TC58,COMMUNICATION,LABELS
TC58,3RD PARTY REPAIR,SCAN ENGINE
TC73/78,WEAR & TEAR,ADHESIVE
TC73/78,WEAR & TEAR,LABEL
TC52/57 Lightning,WEAR & TEAR,PAD
TC53,COMMUNICATION,HOUSING
VC83,DAMAGE,MYLAR
TC52/57 Lightning,FF/DCN,TAPE
TC52/57 Mufasa,AUDIO,DEFECTIVE SPEAKER
TC52/57 Lightning,AUDIO,FLEX STRIP
VC83,POWER,FLEX STRIP
MC93,POWER,HOUSING
TC58,DAMAGE,PAD
TC52/57 Lightning,FF/DCN,GASKET
L10AX Windows,WEAR & TEAR,HOUSING + TP + DISPLAY
L10AX Windows,WEAR & TEAR,SENSOR
TC53,DAMAGE,PAD
TC52/57 Mufasa,WEAR & TEAR,SUPERCAP
TC52/57 Mufasa,WEAR & TEAR,PAD
TC53,DAMAGE,SCREW
TC58,DAMAGE,LABEL
TC53,TRIGGER,SCAN ENGINE
TC53,TRIGGER,HOUSING
TC58,FF/DCN,TAPE
TC58,BATTERY,HOUSING
TC53,WEAR & TEAR,END CAP
TC73/78,WEAR & TEAR,SPONGE
TC73/78,WEAR & TEAR,PAD
TC53,DAMAGE,ADHESIVE
TC52/57 Mufasa,WEAR & TEAR,TAPE
TC73/78,FF/DCN,ADHESIVE
TC58,TRIGGER,HOUSING
TC77,WEAR & TEAR,SHIELD
TC73/78,DAMAGE,ADHESIVE
TC53,WEAR & TEAR,SCREW
TC73/78,WEAR & TEAR,SCREW
