PRODUCT_PHR,Fault_Category,Part_Category
TC52/57 Mufasa,WEAR & TEAR,GRILL
TC21/26,AUDIO,SPEAKER MESH
ET40/45,NFF,SOFTWARE
TC21/26,WEAR & TEAR,FLEX STRIP
TC21/26,COMMUNICATION,MAIN BOARD
TC58,LOCKUP,MAIN BOARD
TC72,WEAR & TEAR,HOUSING
TC72,WEAR & TEAR,HOUSING + TP + DISPLAY
TC72,WEAR & TEAR,DOOR
TC72,DISPLAY,MAIN BOARD
TC72,WEAR & TEAR,REAR HOUSING
MC94,DAMAGE,HOUSING
MC94,DAMAGE,FRAME
MC3300AX,SCANNER,MAIN BOARD
MC3300AX,TRIGGER,HOUSING
TC22/27,DAMAGE,HOUSING
TC22/27,DAMAGE,SENSOR
TC53,OTHER,SCRAP
TC73/78,SCANNER,FLEX STRIP
VC83,WEAR & TEAR,ANTENNA
TC21/26,DAMAGE,CONNECTOR
TC21/26,SOFTWARE,MAIN BOARD
TC77,SOFTWARE,CONNECTOR
TC77,SOFTWARE,IO BOARD
TC21/26,CAMERA,CAMERA
TC52 Aslan,TOUCH PANEL,TOUCH PANEL
TC53,FF/DCN,ADHESIVE
TC58,AUDIO,SCAN ENGINE
TC58,DAMAGE,DOOR
TC58,SENSOR,TAPE
VC83,DISPLAY,MAIN BOARD
VC83,LOCKUP,MAIN BOARD
MC93,OTHER,CONNECTOR
MC93,OTHER,HOLDER
TC21/26,OTHER,HOUSING
TC21/26,OTHER,SCAN ENGINE
TC21/26,SCANNER,HOLDER
TC58,WEAR & TEAR,DISPLAY + TP
TC72,FF/DCN,MINOR COMPONENT
TC72,LOCKUP,MAIN BOARD
TC72,SOFTWARE,ANTENNA
TC72,SOFTWARE,IO BOARD
TC72,SOFTWARE,CAMERA
TC72,SCANNER,REAR HOUSING
TC73/78,WEAR & TEAR,SEAL
TC77,CAMERA,CONNECTOR
MC94,OTHER,SCRAP
MC94,POWER,MAIN BOARD
ET40/45,CRADLE,FLEX STRIP
ET40/45,POWER,SUB BOARD
ET40/45,COMMUNICATION,BRACKET
ET40/45,COMMUNICATION,FLEX STRIP
ET40/45,COMMUNICATION,MAIN BOARD
ET40/45,OTHER,SCRAP
ET40/45,WEAR & TEAR,SPEAKER
ET40/45,WEAR & TEAR,FLEX STRIP
ET40/45,DAMAGE,RUBBER
ET40/45,OTHER,FLEX STRIP
ET40/45,TOUCH PANEL,DISPLAY + TP
ET40/45,WEAR & TEAR,VIBRATOR
ET40/45,WEAR & TEAR,SUB BOARD
ET40/45,POWER,FLEX STRIP
L10 Windows,COMMUNICATION,MAIN BOARD
L10 Windows,OTHER,SCRAP
TC53,DAMAGE,SCRAP
TC52/57 Lightning,WEAR & TEAR,DOOR
TC52/57 Mufasa,DAMAGE,PLUG
TC53,DISPLAY,MAIN BOARD
TC72,AUDIO,SPEAKER
L10AX Windows,SOFTWARE,SOFTWARE
L10AX Windows,WEAR & TEAR,MINOR COMPONENT
TC52/57 Mufasa,NFF,MINOR COMPONENT
TC52/57 Mufasa,DAMAGE,SCREEN GUARD
TC52/57 Mufasa,CAMERA,END CAP
TC52/57 Mufasa,OTHER,WINDOW / LENS
TC52/57 Mufasa,TRIGGER,ANTENNA
MC93,CAMERA,CAMERA
MC93,CAMERA,MAIN BOARD
TC77,TRIGGER,FLEX STRIP
TC21/26,AUDIO,SCAN ENGINE
TC52/57 Lightning,OTHER,WINDOW / LENS
TC53,AUDIO,DISPLAY + TP
TC72,WEAR & TEAR,CONNECTOR
TC77,FF/DCN,ANTENNA
TC77,FF/DCN,PAD
TC77,SCANNER,MINOR COMPONENT
MC93,,MAIN BOARD
TC77,SOFTWARE,HOUSING + TP + DISPLAY
L10 Android,POWER,HOUSING + TP + DISPLAY
TC52/57 Mufasa,CAMERA,CONNECTOR
TC52/57 Mufasa,DAMAGE,SUPERCAP
TC52 Aslan,WEAR & TEAR,CONNECTOR
TC53,WEAR & TEAR,KEY BUTTON
TC21/26,OTHER,SPEAKER
TC21/26,DISPLAY,TOUCH PANEL
TC52 Aslan,CABLE,SCAN ENGINE
TC52/57 Lightning,OTHER,MAIN BOARD
TC53,POWER,ADHESIVE
TC53,AUDIO,RECEIVER
TC53,TOUCH PANEL,DISPLAY + TP
TC58,SCANNER,MINOR COMPONENT
TC58,SOFTWARE,MINOR COMPONENT
MC93,CABLE,SPEAKER
TC77,WEAR & TEAR,CONNECTOR
TC77,AUDIO,FLEX STRIP
MC94,DAMAGE,SCRAP
MC93,POWER,HOLDER
TC52/57 Lightning,DAMAGE,RUBBER
TC77,DAMAGE,CONNECTOR
VC83,WEAR & TEAR,END CAP
TC21/26,ACCESSORIES,COVER
TC21/26,TRIGGER,MAIN BOARD
TC21/26,OTHER,COVER
TC52/57 Mufasa,WEAR & TEAR,MINOR COMPONENT
TC72,DAMAGE,SCRAP
TC72,OTHER,SCRAP
TC72,TOUCH PANEL,FLEX STRIP
TC72,TRIGGER,MINOR COMPONENT
RS51,COMMUNICATION,HOUSING
RS51,COMMUNICATION,MAIN BOARD
TC52/57 Mufasa,OTHER,COVER
TC73/78,DAMAGE,SCRAP
TC73/78,OTHER,SCRAP
VC83,DAMAGE,MINOR COMPONENT
TC73/78,DAMAGE,FLEX STRIP
TC73/78,TOUCH PANEL,DISPLAY + TP
TC73/78,OTHER,DOOR
RS51,WEAR & TEAR,BAFFLE
RS51,WEAR & TEAR,LABEL
RS51,DAMAGE,LABEL
RS51,DAMAGE,HOUSING
TC21/26,WEAR & TEAR,HOUSING
TC21/26,WEAR & TEAR,COVER
TC52/57 Lightning,TOUCH PANEL,SCREEN GUARD
TC52/57 Lightning,POWER,FLEX STRIP
TC77,,MAIN BOARD
TC21/26,DAMAGE,SCAN ENGINE
TC52/57 Lightning,DAMAGE,PAD
TC52/57 Lightning,OTHER,END CAP
TC52/57 Mufasa,WEAR & TEAR,MAIN BOARD
TC52/57 Mufasa,WEAR & TEAR,SCAN ENGINE ASSEMBLY
L10 Android,SENSOR,CAMERA
ET40/45,SOFTWARE,SOFTWARE
ET40/45,WEAR & TEAR,MINOR COMPONENT
TC52/57 Mufasa,CABLE,CONNECTOR
TC53,CAMERA,BAFFLE
TC77,COMMUNICATION,CONNECTOR
RS51,ACCESSORIES,STRAPS
MC93,POWER,FLEX STRIP
ET40/45,DISPLAY,DISPLAY + TP
ET60/65,BATTERY,SUPER CAP
ET60/65,OTHER,TOUCH PANEL
ET60/65,SCANNER,FLEX STRIP
ET60/65,SCANNER,SCAN ENGINE ASSEMBLY
ET60/65,WEAR & TEAR,ADHESIVE
ET60/65,POWER,BOARD/UNIT REPLACED
ET60/65,POWER,MAIN BOARD
TC72,SCANNER,MINOR COMPONENT
TC22/27,WEAR & TEAR,MINOR COMPONENT
TC77,SCANNER,HOUSING
TC77,TRIGGER,BACK PLATE
TC52/57 Mufasa,DAMAGE,SHIELD
TC72,TRIGGER,FLEX STRIP
MC94,DAMAGE,TOUCH PANEL
MC94,DAMAGE,DISPLAY
MC94,NFF,SOFTWARE
L10 Android,DAMAGE,POWER BOARD
TC53,DAMAGE,KEY SWITCH
L10AX Windows,COMMUNICATION,ANTENNA
L10AX Windows,POWER,TOUCH PANEL
L10AX Windows,POWER,MAIN BOARD
L10AX Windows,CRADLE,MAIN BOARD
L10AX Windows,DAMAGE,SENSOR
L10AX Windows,FF/DCN,TOUCH PANEL
L10AX Windows,OTHER,THERMAL MODULE
TC52/57 Lightning,SENSOR,DISPLAY
WT63,COMMUNICATION,FLEX STRIP
WT63,DISPLAY,HOUSING + TP + DISPLAY
WT63,POWER,MAIN BOARD
WT63,SOFTWARE,MAIN BOARD
MC3300AX,POWER,POWER BOARD
TC22/27,AUDIO,SPEAKER
TC22/27,DAMAGE,SIM TRAY
TC22/27,AUDIO,SUB BOARD
TC52 Aslan,DISPLAY,MINOR COMPONENT
TC53,WEAR & TEAR,LABEL
TC53,DAMAGE,DOOR
TC53,,MAIN BOARD
TC53,CAMERA,CAMERA
TC58,WEAR & TEAR,LABEL
TC77,CABLE,CAMERA MODULE
TC52/57 Lightning,SENSOR,GASKET
TC52/57 Lightning,DAMAGE,PLUG
TC77,AUDIO,ADHESIVE
TC77,POWER,FLEX STRIP
TC72,AUDIO,ADHESIVE
TC72,SENSOR,FLEX STRIP
WT63,WEAR & TEAR,HOUSING
WT63,WEAR & TEAR,FLEX STRIP
WT63,WEAR & TEAR,CLEAT
WT63,WEAR & TEAR,KEYPAD
WT63,WEAR & TEAR,HOUSING + TP + DISPLAY
TC52/57 Mufasa,DAMAGE,DOOR
TC52/57 Mufasa,DISPLAY,FLEX STRIP
L10 Windows,POWER,COMPONENT REPLACED
TC53,DAMAGE,LED DIODE
TC58,BATTERY,MAIN BOARD
MC94,,MAIN BOARD
MC94,AUDIO,SPEAKER
MC94,COMMUNICATION,HOUSING
MC94,DISPLAY,MAIN BOARD
MC94,OTHER,BEZEL
MC94,OTHER,SPEAKER
MC94,OTHER,DISPLAY
MC94,TOUCH PANEL,TOUCH PANEL
MC94,TRIGGER,TRIGGER BOARD
MC94,SCANNER,FLEX STRIP
MC94,SCANNER,SCAN ENGINE ASSEMBLY
MC94,WEAR & TEAR,DIAPER
TC22/27,COMMUNICATION,SUB BOARD
TC22/27,COMMUNICATION,FLEX STRIP
TC22/27,DAMAGE,MAIN BOARD
MC3300AX,FF/DCN,ACCESSORY
TC53,POWER,KEY BUTTON
TC53,AUDIO,SPEAKER
TC52/57 Lightning,CABLE,DISPLAY
TC77,CAMERA,SHIELD
TC77,POWER,ANTENNA
TC77,POWER,CAMERA
TC52/57 Mufasa,FF/DCN,CAMERA
TC77,TRIGGER,MAIN BOARD
L10 Android,DISPLAY,HOUSING + TP + DISPLAY
TC53,OTHER,BEZEL
TC58,LOCKUP,SOFTWARE
TC58,TRIGGER,MAIN BOARD
TC77,COMMUNICATION,HOUSING
TC77,BATTERY,FLEX STRIP
L10 Windows,MEMORY,SSD DISC
TC21/26,DAMAGE,CAMERA
L10AX Windows,DAMAGE,SCRAP
L10AX Windows,OTHER,SCRAP
MC93,FF/DCN,FLEX STRIP
MC93,MEMORY,MAIN BOARD
TC21/26,BATTERY,MAIN BOARD
TC53,DAMAGE,FLEX STRIP
TC53,WEAR & TEAR,BAFFLE
TC52/57 Mufasa,TRIGGER,CONNECTOR
TC53,COMMUNICATION,SOFTWARE
TC77,OTHER,ANTENNA
TC52/57 Lightning,TOUCH PANEL,DISPLAY
TC53,FF/DCN,CONNECTOR
TC52/57 Lightning,LOCKUP,SOFTWARE
TC52/57 Lightning,OTHER,WHOLE UNIT
TC52/57 Mufasa,OTHER,WHOLE UNIT
TC52/57 Mufasa,BATTERY,MAIN BOARD
TC77,WEAR & TEAR,RECEIVER
TC52/57 Mufasa,OTHER,MINOR COMPONENT
TC77,SENSOR,MINOR COMPONENT
TC22/27,SOFTWARE,SOFTWARE
TC22/27,SCANNER,HOUSING
TC53,DAMAGE,SCREEN GUARD
TC77,COMMUNICATION,PLATE
MC93,AUDIO,MAIN BOARD
MC93,COMMUNICATION,MINOR COMPONENT
TC21/26,ACCESSORIES,RUBBER
TC52 Aslan,COMMUNICATION,MINOR COMPONENT
TC52/57 Mufasa,TOUCH PANEL,CABLE
TC58,POWER,MINOR COMPONENT
TC58,AUDIO,MAIN BOARD
TC52/57 Mufasa,CAMERA,MINOR COMPONENT
L10 Android,COMMUNICATION,LAN BOARD
TC52 Aslan,SENSOR,MINOR COMPONENT
TC52 Aslan,DAMAGE,TOUCH PANEL
TC77,SCANNER,FLEX STRIP
L10 Android,DAMAGE,MINOR COMPONENT
TC21/26,WEAR & TEAR,KEY BUTTON
TC21/26,AUDIO,FLEX STRIP
TC52/57 Lightning,CABLE,TOUCH PANEL
TC53,CAMERA,MAIN BOARD
TC77,TOUCH PANEL,CONNECTOR
TC53,AUDIO,SCAN ENGINE
TC52/57 Mufasa,LED,SCAN ENGINE ASSEMBLY
L10AX Windows,POWER,OPTION BOARD
TC52/57 Lightning,CABLE,CONNECTOR
TC52/57 Mufasa,DAMAGE,SPEAKER
TC53,WEAR & TEAR,FRAME
TC52 Aslan,DAMAGE,MAIN BOARD
TC52 Aslan,TRIGGER,MAIN BOARD
TC52/57 Lightning,POWER,CAMERA
TC53,AUDIO,MAIN BOARD
TC53,OTHER,FLEX STRIP
TC53,OTHER,HOUSING
TC53,TRIGGER,TRIGGER
TC58,WEAR & TEAR,HOUSING
TC77,CAMERA,MAIN BOARD
TC52/57 Lightning,DAMAGE,PROTECTOR
TC53e/58e,SCANNER,SCAN ENGINE ASSEMBLY
TC53e/58e,WEAR & TEAR,BEZEL
TC53e/58e,WEAR & TEAR,TAPE
TC52/57 Mufasa,CABLE,MINOR COMPONENT
TC52/57 Mufasa,OTHER,KEY BUTTON
TC77,DAMAGE,ANTENNA
TC52 Aslan,DAMAGE,KEY BUTTON
TC77,AUDIO,MAIN BOARD
ET40/45,LOCKUP,HOUSING
TC73/78,TRIGGER,MAIN BOARD
TC73/78,TRIGGER,HOUSING
TC58,DISPLAY,MAIN BOARD
TC72,CRADLE,HOUSING + TP + DISPLAY
ET40/45,DAMAGE,COVER
ET40/45,POWER,MAIN BOARD
ET40/45,POWER,DISPLAY + TP
L10 Windows,DAMAGE,CABLE
L10 Windows,TOUCH PANEL,HOUSING + TP + DISPLAY
MC93,DAMAGE,MAIN BOARD
TC58,POWER,HOUSING
MC93,FF/DCN,CONNECTOR
TC52/57 Lightning,OTHER,HOUSING
TC53,WEAR & TEAR,DISPLAY + TP
TC52/57 Lightning,TOUCH PANEL,MINOR COMPONENT
TC52/57 Mufasa,OTHER,HOUSING
TC52/57 Mufasa,WEAR & TEAR,ANTENNA
TC52/57 Mufasa,WEAR & TEAR,CAMERA
L10 Android,DAMAGE,CABLE
WT63,DAMAGE,HOUSING
WT63,DAMAGE,FLEX STRIP
WT63,DAMAGE,CLEAT
WT63,DAMAGE,KEYPAD
WT63,DAMAGE,HOUSING + TP + DISPLAY
MC94,DAMAGE,LATCH
MC94,DAMAGE,KEYPAD
TC52/57 Lightning,OTHER,COVER
MC94,DAMAGE,FLEX STRIP
MC94,DAMAGE,BRACKET
MC94,DAMAGE,MINOR COMPONENT
TC53,LED,SCAN ENGINE
TC52 Aslan,NFF,MINOR COMPONENT
TC21/26,TOUCH PANEL,TOUCH PANEL
TC53,DAMAGE,RECEIVER
L10AX Windows,TOUCH PANEL,TOUCH PANEL
TC22/27,DISPLAY,DISPLAY + TP
TC52/57 Mufasa,COMMUNICATION,SCAN ENGINE ASSEMBLY
L10 Android,DAMAGE,HOUSING + TP + DISPLAY
TC53,TOUCH PANEL,TOUCH PANEL
TC73/78,DAMAGE,PLUG
TC73/78,TOUCH PANEL,MAIN BOARD
TC52 Aslan,OTHER,SUPERCAP
TC53,OTHER,SCAN ENGINE
RS5000,DAMAGE,TRIGGER
RS5000,WEAR & TEAR,ACCESSORY
RS5000,TRIGGER,TRIGGER
RS5000,DAMAGE,CABLE
RS5000,DAMAGE,ACCESSORY
RS5000,DAMAGE,TRIGGER BOARD
RS5000,POWER,MAIN BOARD
RS5000,SCANNER,SCAN ENGINE
RS5000,COMMUNICATION,FLEX STRIP
RS5000,COMMUNICATION,CABLE
RS5000,SCANNER,MAIN BOARD
TC52 Aslan,CABLE,PORT - USB
TC52 Aslan,CRADLE,MINOR COMPONENT
TC73/78,CAMERA,HOUSING
TC73/78,OTHER,CAMERA
TC73/78,POWER,FLASH
MC93,WEAR & TEAR,MINOR COMPONENT
TC52/57 Lightning,DAMAGE,KEY SWITCH
TC72,SCANNER,CONNECTOR
TC73/78,SOFTWARE,MAIN BOARD
VC83,POWER,POWER BOARD
RS51,WEAR & TEAR,TRIGGER
TC21/26,DAMAGE,BATTERY
TC52/57 Lightning,DAMAGE,SUPERCAP
TC53,POWER,HOUSING
TC52/57 Mufasa,OTHER,RETAINER
L10 Windows,POWER,LAN BOARD
L10 Windows,POWER,HOUSING + TP + DISPLAY
VC83,POWER,MAIN BOARD
VC83,WEAR & TEAR,MESH
TC52/57 Mufasa,SCANNER,DISPLAY + TP
TC52/57 Lightning,OTHER,SPEAKER
MC93,BATTERY,HOLDER
MC93,BATTERY,CONNECTOR
TC52 Aslan,COMMUNICATION,END CAP
WT63,LOCKUP,SOFTWARE
TC52 Aslan,DAMAGE,DOOR
TC52/57 Lightning,DAMAGE,TOUCH PANEL
TC53,DAMAGE,SPEAKER
RS5000,SCANNER,FLEX STRIP
RS5000,TRIGGER,TRIGGER BOARD
TC52/57 Mufasa,OTHER,SPEAKER
TC72,OTHER,KEY BUTTON
TC77,KEYBOARD,HOUSING + TP + DISPLAY
MC94,DISPLAY,DISPLAY
L10 Android,TOUCH PANEL,MAIN BOARD
L10 Android,WEAR & TEAR,CAMERA
TC22/27,CAMERA,CAMERA
TC22/27,SCANNER,MAIN BOARD
TC73/78,SENSOR,FLEX STRIP
TC73/78,LED,SCAN ENGINE ASSEMBLY
ET40/45,SCANNER,FLEX STRIP
ET40/45,SCANNER,SCAN ENGINE ASSEMBLY
ET40/45,COMMUNICATION,SUB BOARD
ET40/45,WEAR & TEAR,TAPE
MC3300AX,DAMAGE,MINOR COMPONENT
RS51,TRIGGER,MINOR COMPONENT
MC93,OTHER,TOUCH PANEL
TC58,DAMAGE,KEY SWITCH
TC58,POWER,CONNECTOR
RS5000,ACCESSORIES,ACCESSORY
WS50,SCANNER,SCAN ENGINE
WS50,SOFTWARE,MAIN BOARD
WS50,WEAR & TEAR,ADHESIVE
WS50,WEAR & TEAR,HOUSING
WS50,WEAR & TEAR,DISPLAY + TP
MC93,BATTERY,MINOR COMPONENT
MC93,TRIGGER,MAIN BOARD
TC77,COMMUNICATION,IO BOARD
MC93,DISPLAY,DISPLAY + TP
ET40/45,CRADLE,MAIN BOARD
ET40/45,OTHER,SUB BOARD
TC53,BATTERY,CONNECTOR
RS51,DAMAGE,STRAPS
RS51,ACCESSORIES,SCRAP
TC53,SCANNER,CAMERA
MC94,TOUCH PANEL,MAIN BOARD
TC52 Aslan,OTHER,DISPLAY + TP
VC83,KEYBOARD,KEYBOARD
TC77,OTHER,CONNECTOR
TC52/57 Lightning,TOUCH PANEL,FLEX STRIP
TC52/57 Mufasa,SOFTWARE,DISPLAY + TP
ET40/45,DAMAGE,FLEX STRIP
MC3300AX,DAMAGE,HOUSING
TC52/57 Mufasa,DAMAGE,PROTECTOR
TC53,DAMAGE,TAPE
TC52/57 Lightning,OTHER,MINOR COMPONENT
TC58,WEAR & TEAR,DOOR
MC93,LOCKUP,SOFTWARE
MC93,TRIGGER,TRIGGER BOARD
TC58,TOUCH PANEL,DISPLAY + TP
TC73/78,OTHER,MAIN BOARD
TC52/57 Mufasa,DAMAGE,MEMBRANE
TC53e/58e,FF/DCN,FRAME
TC53e/58e,TOUCH PANEL,DISPLAY + TP
TC53e/58e,WEAR & TEAR,GASKET
RS5000,OTHER,SCRAP
L10AX Windows,DISPLAY,TOUCH PANEL
L10AX Windows,DISPLAY,MAIN BOARD
WS50,DAMAGE,ACCESSORY
WS50,WEAR & TEAR,ACCESSORY
WS50,OTHER,DISPLAY + TP
WS50,POWER,MAIN BOARD
WS50,SCANNER,MAIN BOARD
TC52 Aslan,DAMAGE,SCAN ENGINE ASSEMBLY
TC52/57 Mufasa,OTHER,EXIT WINDOW
L10AX Windows,DAMAGE,THERMAL MODULE
L10AX Windows,FF/DCN,MAIN BOARD
TC52/57 Mufasa,OTHER,CAMERA
TC21/26,BATTERY,PORT - USB
TC53,DISPLAY,DOOR
TC53,POWER,DISPLAY + TP
MC93,POWER,KEYPAD
TC53,WEAR & TEAR,DOOR
TC53,OTHER,DOOR
TC21/26,FF/DCN,CONNECTOR
TC22/27,TOUCH PANEL,HOUSING
TC52/57 Lightning,TRIGGER,ANTENNA
TC52/57 Mufasa,ACCESSORIES,HOUSING
TC52/57 Mufasa,ACCESSORIES,MINOR COMPONENT
TC53,BATTERY,MINOR COMPONENT
L10 Windows,OTHER,FAN
TC53,DAMAGE,WINDOW / LENS
MC93,KEYBOARD,HOUSING
MC93,COMMUNICATION,SOFTWARE
WS50,WEAR & TEAR,HANDLE/LOWER HOUSING
TC52/57 Mufasa,CABLE,CABLE
WS50,SCANNER,FLEX STRIP
WS50,TRIGGER,MAIN BOARD
TC52/57 Mufasa,WEAR & TEAR,EXIT WINDOW
TC52/57 Lightning,WEAR & TEAR,EXIT WINDOW
TC22/27,CAMERA,MAIN BOARD
TC53,SCANNER,TRIGGER
VC83,DAMAGE,IO BOARD
VC83,CABLE,CABLE
WT63,DAMAGE,FRAME
TC22/27,TOUCH PANEL,DISPLAY + TP
TC22/27,TRIGGER,MAIN BOARD
TC52/57 Lightning,CRADLE,MINOR COMPONENT
TC53,WEAR & TEAR,HOUSING
TC53,WEAR & TEAR,SCAN ENGINE
TC52/57 Mufasa,ACCESSORIES,COVER
TC72,DAMAGE,HANDLE/LOWER HOUSING
TC77,OTHER,HOUSING + TP + DISPLAY
RS51,COMMUNICATION,FIRMWARE
RS51,COMMUNICATION,TRIGGER
TC52 Aslan,ACCESSORIES,MINOR COMPONENT
TC52/57 Mufasa,POWER,FLEX STRIP
TC22/27,DAMAGE,SCRAP
TC22/27,OTHER,SCRAP
TC53,SCANNER,HOUSING
TC52/57 Mufasa,DAMAGE,RECEIVER
RS51,NFF,SOFTWARE
L10 Windows,,MAIN BOARD
L10 Windows,TOUCH PANEL,MAIN BOARD
VC83,CABLE,FLEX STRIP
TC53,CRADLE,MINOR COMPONENT
RS5000,SCANNER,FIRMWARE
RS5000,DAMAGE,HOUSING
MC94,KEYBOARD,KEYPAD
TC52/57 Mufasa,CABLE,SCAN ENGINE ASSEMBLY
TC52/57 Mufasa,BATTERY,FLEX STRIP
TC52/57 Mufasa,SOFTWARE,TRIGGER
TC52/57 Mufasa,POWER,TOP COVER
TC53,OTHER,FRAME
TC53,SOFTWARE,SCAN ENGINE
TC52/57 Lightning,OTHER,SCAN ENGINE ASSEMBLY
TC58,,MAIN BOARD
TC58,CRADLE,HOUSING
TC58,CRADLE,MAIN BOARD
TC21/26,TOUCH PANEL,MAIN BOARD
VC83,SOFTWARE,FIRMWARE
VC83,DAMAGE,END CAP
VC83,DAMAGE,BATTERY
VC83,LED,KEYBOARD
ET40/45,TRIGGER,SUB BOARD
L10AX Windows,,MAIN BOARD
L10AX Windows,OTHER,MAIN BOARD
RS51,CAMERA,MINOR COMPONENT
MC93,WEAR & TEAR,DISPLAY
VC83,DAMAGE,LABEL
VC83,DAMAGE,COVER
VC83,WEAR & TEAR,CABLE
VC83,WEAR & TEAR,KEYBOARD
MC3300AX,FF/DCN,MINOR COMPONENT
MC93,DAMAGE,SCREW
TC52/57 Mufasa,FF/DCN,SPEAKER
TC58,TOUCH PANEL,CONNECTOR
TC52/57 Mufasa,DAMAGE,SUPER CAP
TC53,POWER,KEY SWITCH
TC77,DISPLAY,GASKET
TC21/26,WEAR & TEAR,CONNECTOR
WS50,DAMAGE,HANDLE/LOWER HOUSING
WS50,DAMAGE,HOUSING
WS50,WEAR & TEAR,CONNECTOR
WT63,SOFTWARE,SOFTWARE
TC21/26,OTHER,CONNECTOR
TC21/26,CRADLE,HOUSING
TC21/26,DISPLAY,FLEX STRIP
TC52/57 Mufasa,WEAR & TEAR,RUBBER
TC58,DAMAGE,FRAME
RS51,DAMAGE,BAFFLE
WS50,DAMAGE,DISPLAY + TP
WS50,OTHER,BRACKET
WS50,WEAR & TEAR,LABELS
WS50,WEAR & TEAR,MINOR COMPONENT
TC52/57 Mufasa,CAMERA,SCAN ENGINE ASSEMBLY
TC58,AUDIO,MINOR COMPONENT
TC52/57 Lightning,FF/DCN,CAMERA
TC53,DAMAGE,TOUCH PANEL
TC58,WEAR & TEAR,SCAN ENGINE
TC73/78,CAMERA,CAMERA
TC73/78,CRADLE,MAIN BOARD
TC73/78,DISPLAY,DISPLAY + TP
TC53e/58e,NFF,SOFTWARE
TC53e/58e,SOFTWARE,SOFTWARE
VC83,OTHER,KEYBOARD
TC52 Aslan,POWER,SUPER CAP
TC73/78,OTHER,WHOLE UNIT
ET60/65,OTHER,DISPLAY
ET60/65,SOFTWARE,MAIN BOARD
TC53,ACCESSORIES,COVER
TC53,DAMAGE,DISPLAY
TC58,WEAR & TEAR,FRAME
TC73/78,,MAIN BOARD
TC73/78,WEAR & TEAR,RECEIVER
L10 Windows,COMMUNICATION,CABLE
VC83,WEAR & TEAR,BATTERY
TC21/26,CAMERA,MAIN BOARD
TC21/26,POWER,KEY BUTTON
TC52 Aslan,POWER,ADHESIVE
TC52/57 Lightning,POWER,ADHESIVE
TC52/57 Lightning,POWER,MYLAR
TC52/57 Mufasa,DAMAGE,ADHESIVE
TC52/57 Mufasa,DAMAGE,MYLAR
TC21/26,COMMUNICATION,SOFTWARE
ET40/45,BATTERY,BATTERY
TC52/57 Lightning,DISPLAY,ADHESIVE
TC52/57 Lightning,DISPLAY,MYLAR
MC93,KEYBOARD,CONNECTOR
TC52/57 Lightning,DAMAGE,ADHESIVE
TC52/57 Lightning,DAMAGE,MYLAR
L10 Windows,SCANNER,CABLE
L10 Windows,SCANNER,MAIN BOARD
ET40/45,COMMUNICATION,CONNECTOR
ET40/45,DISPLAY,GASKET
L10 Windows,SCANNER,OPTION BOARD
TC52/57 Mufasa,POWER,ADHESIVE
TC52/57 Mufasa,POWER,MYLAR
RS51,POWER,MAIN BOARD
MC93,POWER,ADHESIVE
TC21/26,DAMAGE,COVER
TC52/57 Mufasa,SCANNER,ADHESIVE
TC52/57 Mufasa,SCANNER,MYLAR
MC93,DISPLAY,ADHESIVE
L10 Windows,NFF,SOFTWARE
TC52/57 Lightning,AUDIO,ADHESIVE
TC52/57 Lightning,AUDIO,MYLAR
TC52/57 Lightning,TRIGGER,ADHESIVE
TC52/57 Lightning,TRIGGER,MYLAR
L10 Windows,DISPLAY,MAIN BOARD
TC21/26,TRIGGER,KEY BUTTON
TC52/57 Lightning,TOUCH PANEL,ADHESIVE
TC52/57 Lightning,TOUCH PANEL,MYLAR
ET40/45,SCANNER,GASKET
L10 Windows,DAMAGE,LENS
TC52/57 Mufasa,DISPLAY,ADHESIVE
TC52 Aslan,DAMAGE,HOUSING
TC52 Aslan,DAMAGE,ADHESIVE
TC52 Aslan,DAMAGE,CAMERA
TC52 Aslan,DAMAGE,RECEIVER
TC52/57 Lightning,DISPLAY,SPONGE
TC52/57 Lightning,DISPLAY,TAPE
TC52/57 Mufasa,DISPLAY,SPONGE
TC52/57 Mufasa,DISPLAY,TAPE
MC93,TOUCH PANEL,FLEX STRIP
MC93,TOUCH PANEL,MAIN BOARD
MC93,TOUCH PANEL,ADHESIVE
MC93,TOUCH PANEL,DISPLAY + TP
ET40/45,DAMAGE,GASKET
VC83,POWER,BATTERY
TC52/57 Lightning,DAMAGE,SPONGE
TC52/57 Lightning,DAMAGE,TAPE
ET40/45,POWER,BATTERY
L10 Windows,SCANNER,FLEX STRIP
ET40/45,COMMUNICATION,HOUSING
ET40/45,COMMUNICATION,GASKET
ET40/45,COMMUNICATION,BUTTON CAP
TC21/26,CAMERA,FLEX STRIP
L10 Windows,SCANNER,HOUSING + TP + DISPLAY
L10AX Windows,COMMUNICATION,SOFTWARE
TC52/57 Mufasa,DISPLAY,MYLAR
TC72,TRIGGER,ANTENNA
MC93,BATTERY,BATTERY
ET40/45,TOUCH PANEL,GASKET
MC93,WEAR & TEAR,ADHESIVE
TC52 Aslan,POWER,MYLAR
TC52/57 Lightning,COMMUNICATION,ADHESIVE
TC52/57 Lightning,COMMUNICATION,MYLAR
ET40/45,DISPLAY,MAIN BOARD
L10 Windows,SOFTWARE,MAIN BOARD
TC52/57 Lightning,TOUCH PANEL,SPONGE
TC52/57 Lightning,TOUCH PANEL,TAPE
